timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1637178089787,16,Petición HTTP,200,OK,final_test 1-37,text,true,,11228,116,5,5,http://192.168.100.4/,11,0,0
1637178089800,3,Petición HTTP,200,OK,final_test 1-39,text,true,,11228,116,5,5,http://192.168.100.4/,3,0,0
1637178089798,10,Petición HTTP,200,OK,final_test 1-36,text,true,,11228,116,6,6,http://192.168.100.4/,4,0,0
1637178089799,19,Petición HTTP,200,OK,final_test 1-38,text,true,,11228,116,7,7,http://192.168.100.4/,4,0,0
1637178089797,22,Petición HTTP,200,OK,final_test 1-40,text,true,,11229,116,7,7,http://192.168.100.4/,13,0,6
1637178089804,16,Petición HTTP,200,OK,final_test 1-37,text,true,,11228,116,7,7,http://192.168.100.4/,6,0,0
1637178089804,17,Petición HTTP,200,OK,final_test 1-39,text,true,,11228,116,7,7,http://192.168.100.4/,6,0,0
1637178089808,18,Petición HTTP,200,OK,final_test 1-36,text,true,,11228,116,7,7,http://192.168.100.4/,7,0,0
1637178089812,15,Petición HTTP,200,OK,final_test 1-42,text,true,,11229,116,6,6,http://192.168.100.4/,12,0,5
1637178089818,11,Petición HTTP,200,OK,final_test 1-38,text,true,,11228,116,6,6,http://192.168.100.4/,7,0,0
1637178089805,24,Petición HTTP,200,OK,final_test 1-41,text,true,,11229,116,6,6,http://192.168.100.4/,14,0,7
1637178089821,10,Petición HTTP,200,OK,final_test 1-39,text,true,,11228,116,6,6,http://192.168.100.4/,5,0,0
1637178089819,12,Petición HTTP,200,OK,final_test 1-40,text,true,,11228,116,6,6,http://192.168.100.4/,6,0,0
1637178089820,12,Petición HTTP,200,OK,final_test 1-37,text,true,,11228,116,6,6,http://192.168.100.4/,6,0,0
1637178089833,7,Petición HTTP,200,OK,final_test 1-43,text,true,,11229,116,7,7,http://192.168.100.4/,7,0,1
1637178089840,2,Petición HTTP,200,OK,final_test 1-43,text,true,,11228,116,7,7,http://192.168.100.4/,1,0,0
1637178089837,5,Petición HTTP,200,OK,final_test 1-44,text,true,,11229,116,7,7,http://192.168.100.4/,5,0,1
1637178089827,16,Petición HTTP,200,OK,final_test 1-42,text,true,,11228,116,7,7,http://192.168.100.4/,15,0,0
1637178089842,4,Petición HTTP,200,OK,final_test 1-43,text,true,,11228,116,8,8,http://192.168.100.4/,4,0,0
1637178089842,5,Petición HTTP,200,OK,final_test 1-44,text,true,,11228,116,8,8,http://192.168.100.4/,5,0,0
1637178089831,19,Petición HTTP,200,OK,final_test 1-39,text,true,,11228,116,9,9,http://192.168.100.4/,14,0,0
1637178089843,8,Petición HTTP,200,OK,final_test 1-42,text,true,,11228,116,9,9,http://192.168.100.4/,5,0,0
1637178089829,24,Petición HTTP,200,OK,final_test 1-38,text,true,,11228,116,9,9,http://192.168.100.4/,14,0,0
1637178089846,8,Petición HTTP,200,OK,final_test 1-43,text,true,,11228,116,8,8,http://192.168.100.4/,6,0,0
1637178089832,22,Petición HTTP,200,OK,final_test 1-40,text,true,,11228,116,8,8,http://192.168.100.4/,13,0,0
1637178089830,24,Petición HTTP,200,OK,final_test 1-41,text,true,,11228,116,8,8,http://192.168.100.4/,18,0,0
1637178089847,7,Petición HTTP,200,OK,final_test 1-44,text,true,,11228,116,8,8,http://192.168.100.4/,5,0,0
1637178089849,6,Petición HTTP,200,OK,final_test 1-46,text,true,,11229,116,8,8,http://192.168.100.4/,6,0,4
1637178089852,8,Petición HTTP,200,OK,final_test 1-42,text,true,,11228,116,8,8,http://192.168.100.4/,4,0,0
1637178089845,15,Petición HTTP,200,OK,final_test 1-45,text,true,,11229,116,8,8,http://192.168.100.4/,10,0,6
1637178089854,9,Petición HTTP,200,OK,final_test 1-43,text,true,,11228,116,8,8,http://192.168.100.4/,8,0,0
1637178089854,9,Petición HTTP,200,OK,final_test 1-40,text,true,,11228,116,7,7,http://192.168.100.4/,8,0,0
1637178089861,3,Petición HTTP,200,OK,final_test 1-42,text,true,,11228,116,7,7,http://192.168.100.4/,2,0,0
1637178089852,13,Petición HTTP,200,OK,final_test 1-47,text,true,,11229,116,7,7,http://192.168.100.4/,12,0,11
1637178089863,4,Petición HTTP,200,OK,final_test 1-40,text,true,,11228,116,7,7,http://192.168.100.4/,3,0,0
1637178089855,13,Petición HTTP,200,OK,final_test 1-44,text,true,,11228,116,6,6,http://192.168.100.4/,12,0,0
1637178089855,13,Petición HTTP,200,OK,final_test 1-41,text,true,,11228,116,6,6,http://192.168.100.4/,12,0,0
1637178089856,12,Petición HTTP,200,OK,final_test 1-46,text,true,,11228,116,6,6,http://192.168.100.4/,11,0,0
1637178089861,7,Petición HTTP,200,OK,final_test 1-45,text,true,,11228,116,6,6,http://192.168.100.4/,7,0,0
1637178089865,4,Petición HTTP,200,OK,final_test 1-47,text,true,,11228,116,6,6,http://192.168.100.4/,4,0,0
1637178089870,0,Petición HTTP,200,OK,final_test 1-47,text,true,,11228,116,6,6,http://192.168.100.4/,0,0,0
1637178089865,6,Petición HTTP,200,OK,final_test 1-48,text,true,,11229,116,6,6,http://192.168.100.4/,6,0,2
1637178089870,2,Petición HTTP,200,OK,final_test 1-47,text,true,,11228,116,6,6,http://192.168.100.4/,2,0,0
1637178089868,5,Petición HTTP,200,OK,final_test 1-46,text,true,,11228,116,6,6,http://192.168.100.4/,5,0,0
1637178089871,2,Petición HTTP,200,OK,final_test 1-48,text,true,,11228,116,6,6,http://192.168.100.4/,2,0,0
